Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Malignant neoplasm of pancreas	159/1846	3.14556419178046e-16	1.38283841200195e-13	159	0.0861321776814735	FOXA1;CDA;SERPINE2;GMNN;TNC;BUB1B;PLOD2;ENO1;CXCL14;CDC20;IGHG1;CDH3;DEPTOR;PLAU;CDH1;CHEK1;PCLAF;RCC1;NEK2;FAM3C;EPHB2;TNS4;SLC16A3;SOX4;IER3;SPINK1;S100A2;IGFBP3;KRT8;CDC25C;RUNX2;CLDN4;CLDN3;EEF1A2;FSCN1;PPIF;ADAM8;KIF20A;HOXB7;STX1A;CEMIP;MAGED1;GPR87;TGFA;HMMR;FUT2;HIF1A;FUT3;CYP27B1;NLN;LDHA;IRAK1;EIF4EBP1;CHST15;PMAIP1;NPTX2;KCNN4;TFAP2A;STIL;HSPA5;SLC52A2;TFPI2;GFPT1;PLK1;HMGA1;ASNS;CP;MANF;FERMT1;TPX2;GCLC;GJB2;AKR1B10;NMU;LCN2;CDK1;PAEP;CD24;MUC20;EZH2;APOBEC3B;TOP2A;GPI;MCM7;FHL2;KIF14;SLC2A1;SIX1;FOXM1;KIF15;LMNB1;UCHL1;MDK;MUC13;CA9;TIMP1;TK1;ABCC3;MMP7;PARP1;MMP1;MMP9;ETV4;SERPINB5;CKAP4;NME1;MMP12;CCNA2;MMP11;MMP14;CEACAM1;MMP13;PKM;CDCP1;B3GNT6;CEACAM5;BIRC5;COL6A3;DSG2;TFF1;GAPDH;PCNA;UHRF1;COL11A1;TTK;TYMS;AURKB;AURKA;HSPD1;PAK1;P2RY6;NT5E;CST1;ALDH1B1;EPCAM;AGR2;SPP1;SPOCK1;GCNT3;RAD54L;MUC4;BUB1;CTHRC1;NQO1;EGLN3;RRM2;CCL20;CDKN2A;MUC5B;SULF1;AGT;VMP1;CYP24A1;RAD51;KRT17;IL2RA;F2RL1;NECTIN4;CDKN3
Stomach Carcinoma	190/2378	4.66453146953236e-16	1.90412838202696e-13	190	0.0798990748528175	FOXA1;CDA;SERPINE2;BUB1B;ENO1;CXCL13;CXCL14;LOXL2;CDC20;LAPTM4B;VSIG1;PTTG1;PLAU;CDH1;CHEK1;KPNA2;EPHB2;TNS4;GTSE1;PITX1;SOX4;IER3;KRT6A;WDHD1;UNC5CL;POSTN;S100A2;IGFBP3;KRT8;BHLHA15;CDC25C;MUC3A;ILF2;CLDN4;CLDN3;SFRP2;MELK;CCNE1;IL23A;EEF1A2;ADAM12;FSCN1;KIF20A;PRR11;CFB;PFN2;PTGES;CEMIP;PRKDC;CDCA5;CDCA8;TGFA;RASAL1;THY1;HMMR;FUT2;SEZ6L2;HIF1A;SKA1;FUT3;FUT8;CCNB1;LDHA;RACGAP1;IRAK1;UBD;EIF4EBP1;SERPINH1;SFN;TFAP2A;ST14;HSPA5;SLC52A2;TFPI2;PLK1;IDH2;COL1A1;GGCT;NET1;DAP;COL1A2;SLC6A8;AKR1B10;TCN1;UBE2T;CDK1;PLXNB3;PAEP;HIST1H4H;HYOU1;CD24;EZH2;APOBEC3B;TOP2A;ST6GALNAC1;ITGB4;SLC2A1;HMGB3;SIX1;FOXM1;CKS1B;UCHL1;MDK;CTSK;NUF2;MUC13;CA9;HORMAD1;TIMP1;CEP55;ABCC3;GPX2;MMP7;TPI1;PARP1;MMP1;ITGA2;NME4;MMP9;ETV4;SERPINB5;NME1;MMP12;CCNA2;MMP11;TOX3;MMP14;VCAN;MMP13;PKM;CDCP1;SAPCD2;CEACAM5;SLC29A4;BIRC5;COL6A3;DSG2;KIF2C;TFF1;AFAP1-AS1;ALDOA;GAPDH;DTL;PCNA;UHRF1;PVT1;TMPRSS4;TTK;TYMS;THBS2;AURKB;AURKA;HSPD1;PAK1;CST1;SRPX2;EPCAM;SPP1;CYTOR;SPOCK1;E2F3;XDH;MUC4;BUB1;CTHRC1;NQO1;EGLN3;MARCKSL1;RRM2;CCL20;CDKN2A;SMOX;LIMK1;MUC5B;SULF1;SGPP2;AGT;RAD51;CENPH;FAP;PRC1;KIF26B;QPCT;ZNF217;F2RL1;HDGF;P4HB;LGR4;CDKN3;MAD2L1
Colorectal Neoplasms	109/1073	6.18734084576919e-16	2.35737686223806e-13	109	0.101584342963653	SERPINE2;DSCC1;TNC;BUB1B;ABCA12;MKI67;LOXL2;CDH3;PTTG1;PLAU;CDH1;CHEK1;NUSAP1;EPHB2;PRSS2;SOX4;POSTN;SPINK1;IGFBP3;CDC25C;LEMD1;SFRP4;CLDN4;CLDN3;SFRP2;DKC1;SCG5;PTGES;CEMIP;TGFA;LYPD3;RASAL1;HMMR;HIF1A;CCNB1;PMAIP1;SFN;TFAP2A;ST14;HSPA5;TFPI2;PLK1;IDH2;GCLC;COL1A2;CABYR;AKR1B10;FAT1;CDK1;SFXN1;CD24;TOP2A;GPI;FEN1;MCM7;SLC2A1;FOXM1;PTPRH;UCHL1;EXO1;PBK;MYBL2;CA9;TIMP1;TK1;ABCC3;MMP7;PARP1;MMP1;LSR;MMP9;ETV4;SERPINB5;NME1;CCNA2;GREM1;MMP11;MMP14;PKM;AIM2;B3GNT6;CEACAM5;CLDN12;BIRC5;KIF2C;TFF1;GAPDH;MCM2;PCNA;COL11A1;TYMS;CENPA;AURKA;PAK1;EPCAM;GCNT3;BUB1;SPDEF;NQO1;RRM2;CDKN2A;DONSON;HSPE1;CYP24A1;CENPH;ZDHHC9;FAP;PSAT1;MAD2L1
Pancreatic Neoplasm	80/665	6.95084306730369e-16	2.48275425810254e-13	80	0.120300751879699	GPI;SERPINE2;GMNN;KIF14;SLC2A1;SLC7A11;FOXM1;CXCL14;PTTG1;CDH1;PLAU;CA9;TIMP1;EPHB2;IER3;ABCC3;POSTN;SPINK1;MMP7;PARP1;IGFBP3;ITGA2;KRT8;ETV4;MMP9;SERPINB5;ASPM;SFRP4;CLDN4;MMP14;PKM;SFRP2;B3GNT6;CCNE1;CEACAM5;BIRC5;ADAM8;TFF1;ANGPTL4;KIF20A;PCNA;MAGED1;TGFA;TTK;TYMS;FUT2;HIF1A;FUT3;AURKA;LDHA;CST1;ADGRG1;EPCAM;CHST15;SPP1;AGR2;PMAIP1;SPOCK1;SFN;NPTX2;ECT2;BUB1;MUC4;NQO1;HSPA5;CDKN2A;SLC52A2;PLK1;TFPI2;SULF1;SRPK1;VMP1;TPX2;GJB2;RAD51;LCN2;F2RL1;S100P;CD24;EZH2
Breast Carcinoma	326/4963	3.04658661420128e-15	1.02419073530355e-12	326	0.0656860769695748	JPT1;CDA;SERPINE2;CCNF;CBLC;ENO1;MKI67;HS6ST2;CDC20;BAIAP2L1;CREB3L4;CHEK1;PCLAF;RCC1;EPHB2;GTSE1;SOX4;IER3;HES6;WDHD1;KRT8;BHLHA15;PIMREG;RUNX2;SFRP4;CLDN4;CLDN3;SFRP2;MTHFD2;DDIT4;KIF20A;HPRT1;HOXB7;STX1A;ASF1B;PFN2;PTGES;TSTA3;CRABP2;SHMT2;PRKDC;CDCA8;TGFA;THY1;ADAMTS12;HIF1A;UGT8;CYP27B1;LDHA;RACGAP1;S100A16;SERPINH1;SFN;KCNN4;ST14;PLK1;CDC6;CP;ZWINT;SRPK1;COL1A1;NET1;FERMT1;PKIB;ANLN;FA2H;TPX2;GJB2;SLC6A8;AKR1B10;NMU;FAT1;ANP32E;PAEP;CD27;SFXN1;CD24;EZH2;APOBEC3B;TOP2A;GPI;FEN1;KIF14;HNF4G;SLC7A11;TUBA1C;CHAF1B;UCHL1;ATIC;CTSK;PBK;RAC3;TIMP1;TK1;CEP55;DUSP4;TPI1;PARP1;TESC;KIF23;SERPINB5;NME1;MMP12;MMP11;TOX3;MMP14;KAT2A;CEACAM1;MMP13;CDCP1;KIFC1;CEACAM5;KIF2C;GARS;TFF1;ANGPTL4;ALDOA;LRRC15;PCNA;COL11A1;DERL3;PVT1;TYMS;CENPA;ARNTL2;RECQL4;CST2;ADAM28;PAK1;NT5E;CST1;IGKC;EPCAM;AGR2;SPP1;RAD54L;PRAME;CCL19;XDH;CCT5;SPDEF;GINS2;NQO1;EGLN3;AOC1;BIK;CCL20;CDKN2A;ATAD2;AKR1C2;SULF1;AGT;BYSL;CENPF;CENPH;FAP;KRT17;KIF26B;QPCT;KRT15;ZNF217;F2RL1;TRIP13;CDKN3;MAD2L1;FOXA1;GALNT14;GMNN;TNC;HJURP;BUB1B;PLOD2;CXCL13;CXCL14;LOXL1;LOXL2;IGHG3;COMP;LAPTM4B;CDH3;PTTG1;PLAU;CDH1;TUBB3;NUSAP1;NEK2;KPNA2;PITX1;SLC16A3;KRT6A;POSTN;SPINK1;S100A2;IGFBP3;CDC25C;MUC3A;PDIA6;PCP4;MELK;CT83;CCNE1;DKC1;EEF1A2;ADAM12;FSCN1;PPIF;TIMELESS;ADAM8;STEAP1;XPR1;HIST1H2BC;LRRC59;CEMIP;HMMR;PKMYT1;FUT2;EFNA5;FUT3;CCNB2;FUT8;CCNB1;IRAK1;EIF4EBP1;PMAIP1;CLSPN;FAM83D;FAM83A;TFAP2A;FANCI;HSPA5;SRD5A1;UBE2C;SLC52A2;TFPI2;GFPT1;IDH2;HMGA1;ASNS;SYNJ2;FBXO32;NDC80;GGCT;BCL9;GCLC;DAP;EFNA3;UBE2S;UBE2T;CPD;LCN2;CDK1;ARHGAP11A;KDM5B;MCM7;ITGB4;FHL2;SLC2A1;HMGB3;SIX1;FOXM1;CKS1B;MDK;EXO1;MB;MYBL2;CA9;HIST1H1C;DSP;ABCC3;GPX2;MMP7;MMP1;ITGA2;TNFRSF18;MYEOV;H2AFX;PLA2G4A;LSR;MMP9;ETV4;CKAP4;CCNA2;VCAN;PKM;AIM2;TRAF4;BIRC5;GAPDH;DTL;LTF;RGS17;KRT81;COL15A1;UHRF1;HIST1H2BK;TTK;THBS2;BARX2;AURKB;AURKA;HSPD1;ALDH1B1;POC1A;E2F3;MEST;MUC4;BUB1;E2F8;CTHRC1;GALNT6;MARCKSL1;RRM2;PRRX2;LIMK1;MUC5B;PC;CYP24A1;RAD51;PRC1;PSAT1;IL2RA;P4HB;NECTIN4;MNX1-AS1;PFKP;NECTIN1
Malignant neoplasm of breast	327/5054	2.38505052807462e-14	7.57253542663692e-12	327	0.0647012267510882	JPT1;CDA;SERPINE2;CCNF;CBLC;ENO1;MKI67;HS6ST2;CDC20;CREB3L4;CHEK1;PCLAF;RCC1;EPHB2;GTSE1;SOX4;IER3;HES6;WDHD1;KRT8;BHLHA15;PIMREG;RUNX2;CLDN4;CLDN3;SFRP2;MTHFD2;DDIT4;KIF20A;HPRT1;HOXB7;STX1A;ASF1B;PFN2;PTGES;TSTA3;CRABP2;SHMT2;PRKDC;CDCA8;TGFA;THY1;ADAMTS12;HIF1A;UGT8;CYP27B1;LDHA;RACGAP1;S100A16;SERPINH1;SFN;ST14;PLK1;PYCR1;CDC6;CP;ZWINT;SRPK1;COL1A1;NET1;FERMT1;PKIB;ANLN;FA2H;TPX2;GJB2;SLC6A8;AKR1B10;NMU;FAT1;ANP32E;PAEP;CD27;CD24;EZH2;APOBEC3B;TOP2A;GPI;FEN1;KIF14;SLC7A11;PANX2;CHAF1B;UCHL1;ATIC;CTSK;PBK;RAC3;TIMP1;TK1;DUSP4;TPI1;PARP1;TESC;KIF23;SERPINB5;NME1;MMP12;MMP11;TOX3;MMP14;KAT2A;CEACAM1;MMP13;CDCP1;KIFC1;CEACAM5;KIF2C;GARS;TFF1;ANGPTL4;ALDOA;DBN1;LRRC15;PCNA;COL11A1;DERL3;PVT1;TYMS;CENPA;ARNTL2;RECQL4;PAK1;NT5E;CST1;IGKC;EPCAM;AGR2;SPP1;RAD54L;PRAME;CCL19;XDH;CCT5;SPDEF;GINS2;NQO1;EGLN3;AOC1;BIK;CCL20;CDKN2A;ATAD2;AKR1C2;SULF1;AGT;BYSL;VMP1;CENPF;CENPH;FAP;KRT17;KIF26B;QPCT;ZNF217;F2RL1;TRIP13;CDKN3;MAD2L1;FOXA1;GALNT14;GMNN;TNC;HJURP;BUB1B;PLOD2;CXCL13;CXCL14;LOXL1;LOXL2;IGHG3;COMP;LAPTM4B;CDH3;DEPTOR;PTTG1;PLAU;CDH1;TUBB3;NUSAP1;NEK2;KPNA2;PITX1;SLC16A3;KRT6A;POSTN;SPINK1;S100A2;IGFBP3;CDC25C;MUC3A;PDIA6;PCP4;MELK;CT83;CCNE1;EEF1A2;ADAM12;MAP7D2;FSCN1;PPIF;TIMELESS;ADAM8;STEAP1;XPR1;HIST1H2BC;LRRC59;CEMIP;STK39;HMMR;PKMYT1;FUT2;EFNA5;FUT3;CCNB2;FUT8;CCNB1;IRAK1;EIF4EBP1;PMAIP1;CLSPN;ECT2;FAM83D;FAM83A;TFAP2A;HSPA5;SRD5A1;UBE2C;CBX3;SLC52A2;TFPI2;GFPT1;IDH2;HMGA1;ASNS;SYNJ2;FBXO32;NDC80;GGCT;BCL9;GCLC;DAP;EFNA3;UBE2S;UBE2T;CPD;LCN2;CDK1;ARHGAP11A;KDM5B;ST6GALNAC1;MCM7;ITGB4;FHL2;SLC2A1;HMGB3;SIX1;FOXM1;CKS1B;SIX4;MDK;EXO1;MB;MYBL2;CA9;HIST1H1C;DSP;ABCC3;GPX2;MMP7;RFC4;MMP1;ITGA2;TNFRSF18;MYEOV;H2AFX;PLA2G4A;LSR;MMP9;ETV4;CKAP4;CCNA2;VCAN;PKM;AIM2;TRAF4;ESPL1;ADGRF4;BIRC5;GAPDH;MCM2;LTF;RGS17;KRT81;COL15A1;UHRF1;HIST1H2BK;TTK;THBS2;BARX2;AURKB;AURKA;HSPD1;ALDH1B1;E2F3;MUC4;BUB1;E2F8;CTHRC1;GALNT6;MARCKSL1;RRM2;SMOX;PRRX2;LIMK1;MUC5B;PC;CYP24A1;RAD51;PRC1;PSAT1;IL2RA;P4HB;NECTIN4;MNX1-AS1;PFKP;NECTIN1
Malignant neoplasm of stomach	185/2398	3.78625872085396e-14	1.06195652422739e-11	185	0.0771476230191827	FOXA1;CDA;SERPINE2;BUB1B;ENO1;CXCL13;CXCL14;LOXL2;CDC20;LAPTM4B;VSIG1;PTTG1;PLAU;CDH1;CHEK1;KPNA2;EPHB2;TNS4;GTSE1;PITX1;SOX4;IER3;KRT6A;WDHD1;POSTN;S100A2;IGFBP3;KRT8;BHLHA15;MUC3A;ILF2;RUNX2;CLDN4;CLDN3;SFRP2;MELK;CCNE1;IL23A;EEF1A2;ADAM12;FSCN1;KIF20A;PRR11;CFB;PFN2;PTGES;CEMIP;PRKDC;CDCA5;CDCA8;TGFA;RASAL1;THY1;HMMR;FUT2;SEZ6L2;HIF1A;SKA1;FUT3;FUT8;CCNB1;LDHA;RACGAP1;IRAK1;UBD;EIF4EBP1;SERPINH1;SFN;TFAP2A;ST14;HSPA5;SLC52A2;TFPI2;PLK1;IDH2;EPHX3;COL1A1;NET1;DAP;COL1A2;SLC6A8;AKR1B10;TCN1;UBE2T;CDK1;PAEP;CD24;EZH2;APOBEC3B;TOP2A;ST6GALNAC1;ITGB4;SLC2A1;HMGB3;SIX1;FOXM1;TUBA1C;UCHL1;MDK;CTSK;NUF2;MUC13;CA9;HORMAD1;TIMP1;CEP55;ABCC3;MMP7;TPI1;PARP1;MMP1;ITGA2;NME4;MMP9;ETV4;SERPINB5;NME1;MMP12;EPN3;CCNA2;GREM1;MMP11;TOX3;MMP14;VCAN;MMP13;PKM;SAPCD2;CEACAM5;BIRC5;COL6A3;DSG2;KIF2C;TFF1;AFAP1-AS1;ALDOA;GAPDH;DTL;PCNA;UHRF1;PVT1;TMPRSS4;TTK;TYMS;THBS2;AURKB;AURKA;HSPD1;PAK1;NT5E;CST1;SRPX2;EPCAM;SPP1;CYTOR;SPOCK1;E2F3;XDH;MUC4;BUB1;CTHRC1;NQO1;EGLN3;MARCKSL1;RRM2;CCL20;CDKN2A;SMOX;LIMK1;MUC5B;SULF1;SGPP2;AGT;BOP1;RAD51;CENPH;FAP;KIF26B;ZNF217;F2RL1;HDGF;P4HB;LGR4;CDKN3;MAD2L1
Malignant Neoplasms	128/1438	3.83520507040077e-14	1.06195652422739e-11	128	0.0890125173852573	FOXA1;CCNF;TNC;PLOD2;ENO1;LAPTM4B;PTTG1;CDH1;TUBB3;CHEK1;EPHB2;GTSE1;SOX4;WDHD1;RUNX2;CLDN3;SFRP2;PLPP4;CCNE1;ADAM12;HOXB7;XPR1;PFN2;PTGES;CEMIP;CDCA3;PRKDC;MAGED1;CDCA5;LYPD1;LYPD3;IQGAP3;BLACAT1;HIF1A;ADGRG1;LDHA;PMAIP1;CLSPN;STRA6;HSPA5;UBE2C;CBX3;PLK1;IDH2;HMGA1;SRPK1;GGCT;NET1;AKR1B10;UBE2S;COL5A2;NMU;FAT1;LCN2;CDK1;CD27;CD24;EZH2;APOBEC3B;TOP2A;FEN1;ITGB4;SLC2A1;SIX1;KIF11;SLC7A11;FOXM1;UCHL1;PBK;MYBL2;CA9;GPX2;TPI1;PARP1;MMP1;ITGA2;TNFRSF18;H2AFX;PLA2G4A;MMP9;GREM1;SLC7A5;VCAN;CEACAM1;PKM;AIM2;TRAF4;CEACAM5;DEPDC1;ANGPTL4;AFAP1-AS1;LTF;PCNA;UHRF1;PVT1;TMPRSS4;TTK;TYMS;AURKA;RECQL4;PAK1;NT5E;SRPX2;CDC45;EPCAM;SPP1;CYTOR;PRAME;MUC4;DCAF13;NQO1;EGLN3;PPIL1;CCL20;CDKN2A;ATAD2;STYK1;CYP24A1;RAD51;FAP;KRT17;PRC1;IL2RA;KIF26B;TACC3;F2RL1;HDGF;CDKN3
Pancreatic Ductal Adenocarcinoma	79/701	3.90220245122925e-14	1.06195652422739e-11	79	0.112696148359486	FOXA1;GPI;ITGB4;TNC;FHL2;ENO1;ABCA12;FOXM1;CDC20;CDH3;DEPTOR;PTTG1;CDH1;MDK;PLAU;MUC13;EPHB2;SOX4;IER3;SPINK1;MMP7;PARP1;MMP1;IGFBP3;BHLHA15;CDC25C;ILF2;MMP9;SERPINB5;RUNX2;CKAP4;MMP11;ASPM;CLDN4;MMP14;VCAN;PKM;EEF1A2;FSCN1;COL6A3;ADAM8;DSG2;TFF1;KIF20A;AFAP1-AS1;HOXB7;CFB;XPR1;CRABP2;TGFA;TTK;HIF1A;AURKA;NLN;PAK1;EPCAM;UBD;CHST15;SPP1;AGR2;EIF4EBP1;PMAIP1;SPOCK1;ECT2;MUC4;TFAP2A;EGLN3;STIL;RRM2;HSPA5;CDKN2A;UBE2C;TFPI2;TPX2;AKR1B10;NMU;LCN2;CD24;EZH2
Malignant tumor of colon	161/2001	8.11975216407859e-14	2.10929016444132e-11	161	0.0804597701149425	GMNN;TNC;ENO1;CXCL13;MKI67;LOXL2;COMP;LAPTM4B;PTTG1;PLAU;CDH1;CHEK1;PCLAF;KPNA2;EPHB2;TNS4;SPINK1;IGFBP3;KRT8;CDC25C;MUC3A;RUNX2;PCP4;CLDN3;IL23A;EEF1A2;HPRT1;HOXB7;XPR1;PTGES;LRRC59;CEMIP;PRKDC;TGFA;THY1;HMMR;ADAMTS12;HIF1A;CYP27B1;CCNB1;LDHA;ORC6;UBD;EIF4EBP1;TFAP2A;ST14;HSPA5;CBX3;SLC52A2;TFPI2;PLK1;HMGA1;CP;FERMT1;BCL9;TPX2;GCLC;SLC6A8;AKR1B10;LCN2;CALU;CDK1;PAEP;REEP6;EZH2;ARHGAP11A;TOP2A;GPI;KDM5B;MCM7;ITGB4;FHL2;SLC2A1;FOXM1;PRSS22;LMNB1;MDK;ENC1;PBK;MUC13;CA9;TIMP1;ABCC3;GPX2;MMP7;EDN2;PARP1;MMP1;MYEOV;H2AFX;PLA2G4A;NME4;LSR;MMP9;ETV4;SERPINB5;CKAP4;NME1;MMP12;CCNA2;GREM1;MMP14;CEACAM1;MMP13;PKM;CDCP1;AIM2;CEACAM5;BIRC5;DSG2;KIF2C;TFF1;GAPDH;DTL;MCM2;LTF;DTYMK;PCNA;UHRF1;PVT1;TMPRSS4;IER5L;TYMS;THBS2;ARNTL2;AURKB;AURKA;PAK1;NT5E;CST1;GMDS;ALDH1B1;EPCAM;SPP1;GCNT3;XDH;MEST;MUC4;BUB1;SPDEF;CTHRC1;NQO1;EGLN3;MARCKSL1;PPIL1;IL37;CCL20;CDKN2A;TPBG;MUC5B;CYP24A1;RAD51;FAP;PRC1;SAA1;ZNF217;F2RL1;HDGF;S100P;NECTIN4;CDKN3
Colon Carcinoma	166/2091	9.72942193261608e-14	2.41754984108265e-11	166	0.0793878527020564	GMNN;TNC;BUB1B;ENO1;CXCL13;LOXL2;COMP;LAPTM4B;PTTG1;PLAU;CDH1;CHEK1;PCLAF;KPNA2;EPHB2;TNS4;SOX4;HES6;SPINK1;IGFBP3;KRT8;CDC25C;MUC3A;PDGFRL;RUNX2;CLDN3;IL23A;EEF1A2;FSCN1;HPRT1;HOXB7;XPR1;PTGES;LRRC59;CEMIP;PRKDC;TGFA;THY1;HMMR;ADAMTS12;FUT2;HIF1A;FUT3;CYP27B1;CCNB1;LDHA;ORC6;UBD;EIF4EBP1;SFN;STRA6;TFAP2A;ST14;HSPA5;UBE2C;CBX3;SLC52A2;TFPI2;PLK1;HMGA1;CP;NDC80;FERMT1;BCL9;TPX2;GCLC;AKR1B10;LCN2;CALU;CDK1;PAEP;REEP6;EZH2;TOP2A;GPI;MCM7;ITGB4;FHL2;SLC2A1;FOXM1;PRSS22;LMNB1;MRPL3;MDK;ENC1;PBK;CA9;TIMP1;DSP;ABCC3;GPX2;MMP7;EDN2;PARP1;MMP1;MYEOV;H2AFX;PLA2G4A;NME4;LSR;MMP9;ETV4;SERPINB5;CKAP4;NME1;CCNA2;GREM1;MMP14;CEACAM1;MMP13;PKM;CDCP1;AIM2;B3GNT6;CEACAM5;BIRC5;DSG2;KIF2C;TFF1;GAPDH;DTL;MCM2;DTYMK;PCNA;UHRF1;PVT1;TMPRSS4;IER5L;TYMS;THBS2;ARNTL2;AURKB;AURKA;PAK1;NT5E;CST1;GMDS;ALDH1B1;EPCAM;SPP1;GCNT3;XDH;MEST;MUC4;BUB1;SPDEF;CTHRC1;GINS1;NQO1;MARCKSL1;PPIL1;IL37;CDKN2A;TPBG;MUC5B;CYP24A1;RAD51;FAP;PRC1;SAA1;ZNF217;F2RL1;S100P;NECTIN4;CDKN3;MAD2L1
Colorectal Carcinoma	212/2931	2.31790249719791e-13	5.51950532145253e-11	212	0.072330262708973	CDA;SERPINE2;ENO1;ABCA12;MKI67;CHEK1;RCC1;EPHB2;TNS4;SOX4;IER3;RUNX2;SFRP4;CLDN4;CLDN3;SFRP2;IL23A;HOXB7;PTGES;SHMT2;PRKDC;TGFA;BLACAT1;HIF1A;CYP27B1;LDHA;RACGAP1;ST14;PLK1;SRPK1;CCT6A;TPX2;GJB2;CABYR;AKR1B10;FAT1;PAEP;SFXN1;CD24;EZH2;TOP2A;FKBP10;GPI;FEN1;HILPDA;UCHL1;ENC1;PBK;TIMP1;TK1;DLGAP5;DUSP4;CCT3;TPI1;PARP1;TESC;KIF23;SERPINB5;NME1;MMP12;MMP11;UGDH;MMP14;CEACAM1;MMP13;CDCP1;CEACAM5;KIF2C;TFF1;MDFI;PCNA;COL11A1;PVT1;TMPRSS4;TYMS;CENPA;ARNTL2;ADAM28;PAK1;NT5E;CST1;SRPX2;IGKC;EPCAM;AGR2;SPP1;GCNT3;CCL19;XDH;CCT5;SPDEF;NQO1;EGLN3;IL37;CCL20;CDKN2A;SULF1;COL3A1;CENPH;ZDHHC9;FAP;KRT17;KIF26B;ZNF217;F2RL1;HDGF;LGR4;MAD2L1;DSCC1;TNC;BUB1B;CXCL14;LOXL2;CDH3;DEPTOR;PTTG1;PLAU;CDH1;TUBB3;NUSAP1;NEK2;KPNA2;PITX1;POSTN;SPINK1;IGFBP3;CDC25C;MUC3A;LEMD1;CCNE1;EEF1A2;FSCN1;SCG5;ADAM8;STEAP1;STEAP2;XPR1;RASAL1;HMMR;FUT2;FUT3;FUT8;CCNB1;ORC6;UBD;EIF4EBP1;PMAIP1;ECT2;FAM83D;STRA6;TFAP2A;HSPA5;UBE2C;CBX3;SLC52A2;TFPI2;IDH2;HMGA1;BCL9;GCLC;DAP;COL5A2;LCN2;CDK1;MELTF;KDM5B;ITGB4;FHL2;SLC2A1;SIX1;FOXM1;CKS1B;MDK;EXO1;CA9;ABCC3;GPX2;MMP7;MMP1;MYEOV;H2AFX;PLA2G4A;MMP9;ETV4;CKAP4;CCNA2;GREM1;VCAN;PKM;AIM2;SAPCD2;BIRC5;COL6A3;GAPDH;DTL;UHRF1;TTK;AURKB;AURKA;HSPD1;GMDS;E2F3;BUB1;CTHRC1;GALNT6;MARCKSL1;RRM2;STYK1;DONSON;HSPE1;CYP24A1;NECTIN1
