Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
IGA Glomerulonephritis	21/237	0.0024098890369637	0.038578475759797	21	0.0886075949367089	CHPF;TGFA;FOXM1;CP;MMP9;AGT;AURKB;KIF15;CD79A;MMP14;PLAU;PRC1;SPP1;LCN2;FDCSP;F2RL1;TIMP1;EPHB2;IGHA1;MUC20;GAPDH
Ischemia	12/104	0.00242463433822591	0.0387061040306175	12	0.115384615384615	GJB2;MMP14;PCNA;PLAU;SERPINH1;MUC13;SLC29A4;HIF1A;CP;MMP9;XDH;PTGES
Hyperextensible skin	7/42	0.00245050527576484	0.0390039545490345	7	0.166666666666667	COL1A1;COL3A1;COL1A2;COL5A1;COL5A2;PYCR1;ALDH18A1
Diffuse Large B-Cell Lymphoma	41/575	0.00245694201883682	0.0390039545490345	41	0.071304347826087	IGHM;PCNA;PVT1;IGHV4-34;FOXM1;MKI67;TYMS;HIF1A;LMNB1;CD79A;UCHL1;PRDX4;CDH1;SPP1;EIF4EBP1;PMAIP1;NEK2;IGHA1;DUSP4;NQO1;CDKN2A;PLK1;H2AFX;CDC25C;NPM3;BYSL;NME1;TPX2;COL3A1;DAP;GCLC;AIM2;IL23A;CCNE1;POU2AF1;CDK1;MZB1;BIRC5;CD27;CARD11;EZH2
Ichthyoses	11/91	0.00250617112498405	0.0396752575603431	11	0.120879120879121	FERMT1;ST14;GJB2;KRT17;KRT16;PSAT1;SRD5A3;AP1S1;ABCA12;ARSE;KRT6A
Cystic Fibrosis	42/594	0.00255342051265122	0.0403115973198943	42	0.0707070707070707	IGHM;SERPINE2;STK39;TTK;EFNA5;HIF1A;FUT3;HSPD1;BPIFA1;UCHL1;MDK;PLAU;TIMP1;EPHB2;KCNN4;MUC4;ST14;SPINK1;MMP7;CDKN2A;SMOX;MMP1;IGFBP3;H2AFX;KRT8;PLA2G4A;MUC5B;MUC3A;MMP9;NME1;GJB2;GCLC;COL1A2;RAD51;AKR1B10;IL23A;CALU;PAEP;HIST1H4H;F2RL1;MUC20;STX1A
Glaucoma, Primary Open Angle	15/147	0.00256361214334512	0.0403610010997723	15	0.102040816326531	COL15A1;MMP1;CDKN2A;IL20RB;SIX1;PLA2G4A;MMP9;LOXL1;COL1A1;MMP12;GMDS;PPIF;SPP1;SPOCK1;TIMP1
Arthritis	44/630	0.00257618792585215	0.04044756592375	44	0.0698412698412698	GPI;IGHM;TNC;FHL2;ENO1;ADAMTS12;FOXM1;HIF1A;HSPD1;COMP;CD79A;MDK;C1QTNF6;CTSK;SPP1;TIMP1;EPHB2;SLC16A3;CTHRC1;EGLN3;HGD;CDKN2A;IL37;MMP1;IGFBP3;ITGA2;SLC52A2;PLA2G4A;MUC3A;MMP9;RUNX2;MMP12;MMP14;MMP13;IL23A;IL2RA;FAT1;SAA1;TIMELESS;CD27;F2RL1;ANGPTL4;CDKN3;PTGES
PACHYONYCHIA CONGENITA 3	14/133	0.00263714716022444	0.0412912219744731	14	0.105263157894737	HSPA5;IGFBP3;PLK1;ENO1;HIF1A;MMP9;RUNX2;CCNA2;MDK;PSAT1;DDIT4;SPP1;EPHB2;KRT6A
Giant Cell Tumor of Bone	9/66	0.00264966385653088	0.0413738495630437	9	0.136363636363636	MMP13;CTSK;SLC52A2;IDH2;SPP1;MMP9;PDIA6;HIF1A;RUNX2
Bowen's Disease	6/32	0.00268024870695757	0.0416239710876698	6	0.1875	COL17A1;MMP12;PCNA;MMP7;MMP13;PTTG1
Hallopeau-Siemens Disease	6/32	0.00268024870695757	0.0416239710876698	6	0.1875	MMP7;CDKN2A;MMP1;IGFBP3;TIMP1;MMP9
Transitional cell carcinoma in situ	3/7	0.00275616574980608	0.0423427076885531	3	0.428571428571429	CEACAM1;RRM2;CDKN2A
Broad long bones	3/7	0.00275616574980608	0.0423427076885531	3	0.428571428571429	COL1A1;COL1A2;COL11A1
Conjunctivochalasis	3/7	0.00275616574980608	0.0423427076885531	3	0.428571428571429	MMP1;TIMP1;MMP9
MOSAIC VARIEGATED ANEUPLOIDY SYNDROME	3/7	0.00275616574980608	0.0423427076885531	3	0.428571428571429	BUB1B;TRIP13;BUB1
Cardiomyopathy, Familial Idiopathic	30/388	0.00280875420783631	0.0423450390369003	30	0.077319587628866	COL11A1;SLC2A1;ENO1;MKI67;HIF1A;FUT3;CDH1;SPP1;NEK2;CA9;TIMP1;EPHB2;DSP;TFAP2A;MARCKSL1;RRM2;S100A2;CDKN2A;MMP1;FBXO32;MMP9;AGT;BCL9;MMP14;MMP13;IL2RA;COL5A2;FAT1;HPRT1;GAPDH
Carcinoma of urinary bladder, superficial	7/43	0.00281559205809443	0.0423450390369003	7	0.162790697674419	NQO1;CEACAM1;DAP;CDH1;CDKN2A;BIRC5;EZH2
Dissection of aorta	7/43	0.00281559205809443	0.0423450390369003	7	0.162790697674419	COL1A1;COL3A1;MMP14;SERPINE2;COL5A1;MMP9;AGT
Erythrokeratoderma	7/43	0.00281559205809443	0.0423450390369003	7	0.162790697674419	DSP;GJB2;KRT17;GJB3;KRT16;DSG2;KRT6A
High Grade Lymphoma (neoplasm)	7/43	0.00281559205809443	0.0423450390369003	7	0.162790697674419	CDH1;CDKN2A;RAD54L;TIMP1;TYMS;MMP9;GAPDH
Primary Carcinoma	7/43	0.00281559205809443	0.0423450390369003	7	0.162790697674419	MMP11;MMP7;CDKN2A;ZNF217;IVL;NME1;EZH2
Anemia, Hemolytic, Acquired	4/14	0.00281559314681052	0.0423450390369003	4	0.285714285714286	GPI;GCLC;TPI1;SPTB
Biconcave vertebral bodies	4/14	0.00281559314681052	0.0423450390369003	4	0.285714285714286	COL1A1;FKBP10;COL1A2;PYCR1
Pulmonary Emphysema	20/225	0.00291083685945776	0.0436625528918664	20	0.0888888888888889	CDT1;SERPINE2;CDKN2A;MMP1;IGFBP3;SLC52A2;H2AFX;KRT8;TGFA;CXCL13;HIF1A;MMP9;LOXL2;MMP12;MMP14;FUT8;VCAN;EPCAM;CEACAM5;DDIT4
neurofibroma	9/67	0.00294154405641172	0.0438921645673628	9	0.134328358208955	TOP2A;EFNA3;MMP13;MDK;CDKN2A;TGFA;EPHB2;AURKA;EZH2
Metastatic Prostate Carcinoma	21/241	0.00294214269904319	0.0438921645673628	21	0.0871369294605809	MMP7;MCM7;CDKN2A;SRD5A1;SRD5A3;LIMK1;HIF1A;ETV4;MMP9;RUNX2;NME1;RECQL4;CLDN4;MMP14;EPCAM;CDH1;PSAT1;AGR2;TIMP1;EZH2;SPDEF
Urothelial Carcinoma	22/257	0.00294918481082543	0.0438921645673628	22	0.0856031128404669	PCNA;RRM2;PARP1;HSPA5;CDKN2A;CCL20;GPR87;PLA2G4A;MKI67;FOXM1;HIF1A;MMP9;AURKA;CDC20;KAT2A;CCNE1;PRAME;ANGPTL4;KPNA2;EZH2;CDKN3;MAD2L1
Childhood Medulloblastoma	11/93	0.00297780907228734	0.0440885462386584	11	0.118279569892473	MELK;PTTG1;CCNE1;UHRF1;PLK1;KIF14;SCG5;EIF4EBP1;PRAME;EPHB2;EZH2
Joint laxity	11/93	0.00297780907228734	0.0440885462386584	11	0.118279569892473	COMP;COL1A1;FKBP10;COL3A1;CANT1;CDC45;COL1A2;ORC1;COL5A1;SERPINH1;COL6A3
Scoliosis, unspecified	8/55	0.00299592337241603	0.0442421242205623	8	0.145454545454545	COL1A1;TUBB2B;COL3A1;COL1A2;COL5A1;MMP1;RUNX2;ZWINT
Microdontia (disorder)	10/80	0.00302576049159042	0.0445675804366991	10	0.125	RECQL4;TFAP2A;CDH3;ORC1;CKAP2L;LIMK1;SIX1;TGFA;P4HB;NECTIN1
Precursor Cell Lymphoblastic Leukemia Lymphoma	43/618	0.00306727703857378	0.0449311345326814	43	0.06957928802589	TOP2A;UHRF1;COL11A1;TTK;HMMR;TYMS;EFNA5;AURKA;CDC20;CD79A;MDK;CHEK1;SPP1;PMAIP1;PRAME;BUB1;SOX4;WDHD1;CDT1;NQO1;STIL;CDKN2A;MMP1;PLK1;IDH2;ASNS;IGHV1-12;MMP9;CCNA2;SLC7A5;KAT2A;CEACAM1;FAP;IL2RA;NMU;NFE2L3;CD27;HPRT1;CD24;STEAP1;EZH2;CDKN3;MCM2
Hairy Cell Leukemia	12/107	0.00307779133820365	0.0449311345326814	12	0.11214953271028	MARCKSL1;IGHV3-30;IGHV3-21;CDKN2A;IGHV3-33;IL2RA;IGHV4-34;ENC1;CD27;PRAME;SYNJ2;EPHB2
Abnormality of the thorax	5/23	0.00308975255841536	0.0449311345326814	5	0.217391304347826	COL1A1;SFRP4;COL1A2;CTSK;NME1
Chronic arthritis	5/23	0.00308975255841536	0.0449311345326814	5	0.217391304347826	COMP;GPI;IL23A;IGFBP3;CXCL13
Granuloma	5/23	0.00308975255841536	0.0449311345326814	5	0.217391304347826	MMP1;TNC;SPP1;F2RL1;MMP9
Small cell carcinoma of lung	46/673	0.00314709535203589	0.045624774524017	46	0.0683506686478455	TOP2A;FEN1;PCNA;PRKDC;THY1;MKI67;TYMS;HIF1A;AURKB;AURKA;LAPTM4B;CDH1;PLAU;FIGNL1;CHEK1;SPP1;PMAIP1;EPHB2;SLC16A3;SOX4;ABCC3;NQO1;MARCKSL1;PARP1;HSPA5;CDKN2A;MMP1;IGFBP3;PLK1;H2AFX;KRT8;MMP9;CKAP4;MMP14;PKM;RAD51;AIM2;IL2RA;CEACAM5;MZB1;SCG5;TIMELESS;BIRC5;CD24;EZH2;LTF
Fibrous Dysplasia	6/33	0.00315341836167747	0.045624774524017	6	0.181818181818182	COL1A1;VCAN;IGFBP3;SPP1;RASAL1;RUNX2
Carcinoma, Large Cell	9/68	0.00325821859559172	0.0469035749969942	9	0.132352941176471	GCLC;MMP7;RAD51;CDKN2A;UBE2C;SLC2A1;HMGA1;MUC4;SPRR1B
Thin skin	9/68	0.00325821859559172	0.0469035749969942	9	0.132352941176471	COL1A1;FERMT1;COL3A1;COL1A2;ORC1;COL5A1;COL5A2;PYCR1;ALDH18A1
Gastrointestinal Neoplasms	13/122	0.00331548826608224	0.0475019745092069	13	0.10655737704918	ST14;SPINK1;CDKN2A;FHL2;GREM1;CLDN4;SFRP2;CDH1;EPCAM;CEACAM5;AGR2;PKP3;EPHB2
Secondary Neoplasm	12/108	0.00332472262531632	0.0475019745092069	12	0.111111111111111	TOX3;FUT8;LDHA;MDK;PSAT1;CTSK;KIF26B;FOXM1;HOXB7;MMP9;NME1;AURKA
Waldenstrom Macroglobulinemia	12/108	0.00332472262531632	0.0475019745092069	12	0.111111111111111	CD79A;BCL9;NT5E;EGLN3;IRAK1;CDKN2A;IL2RA;POU2AF1;IGHV3-23;IGHV4-34;CD27;HMMR
Parathyroid Neoplasms	8/56	0.00336057288411479	0.0478944489593916	8	0.142857142857143	SFRP4;CYP27B1;UCHL1;RAD51;CDKN2A;MKI67;STX1A;EZH2
Periodontal Diseases	14/137	0.00346210400035807	0.0492187173185233	14	0.102189781021898	FGB;S100A2;MMP1;TNC;HIF1A;HSPD1;FERMT1;COL3A1;MMP13;PLAU;DKC1;IL2RA;SLAMF7;F2RL1
