Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Alzheimer's Disease	159/1982	4.05467352107947e-09	4.8121094777306e-07	159	0.0802219979818365	CSF3;CD83;CHRM1;AQP4;ADARB1;CLU;AQP1;TGM1;HPGDS;BMPER;DPYSL2;CFL2;CCRL2;PHYHD1;PTGDS;ROS1;SEMA6A;DAPK1;DAPK2;PRKCE;CYBB;LIFR;MIRLET7D;OSCAR;CYP27A1;CLDN5;RBP4;ARC;TYROBP;NINJ2;AGTR1;SERPING1;AGTR2;ERG;UTRN;S100A8;CFTR;ABCG1;CES1;ABCG2;GRIA1;KHDRBS2;NRN1;MAOB;MAOA;NOTCH4;GYPE;SLC1A1;ALOX15;C5AR1;PDGFB;PLA2G3;LPL;ADRB1;FPR2;ADRB2;NDRG2;AGER;C2;SOCS2;RRAS;GRK5;TSPAN7;SLC19A3;S100A12;TPPP;A2M;SPTBN1;KL;EGR1;HLA-DRB5;EGR2;JUND;ACE;CNTN6;FZD4;WNT3A;CAV1;DHCR24;LYZ;BMP6;RCAN1;IL6;NR4A3;CASS4;HLA-DRA;FXYD6;NES;FERMT2;HLA-DRB1;SYNM;SERPINA1;HSPB6;LAMC3;CELF2;LRRK2;HSPB8;TREM1;CX3CL1;NRGN;SLC6A4;FCGR3A;SGCA;ALDH2;CA2;OLR1;TIMP3;CD36;CD34;PTCRA;EDN1;MME;ARHGEF15;VWF;EMP1;FOS;UPK3B;DCN;TGFBR2;CAT;PECAM1;PPARG;PDE5A;MS4A2;CRYAB;SHANK3;TLR4;RBMS3;PPP1R15A;CX3CR1;PTGER4;RAMP2;NFIX;PLA2G1B;NTN4;NEDD9;HSD17B6;NLRC4;CST6;IL1RL1;ALOX5;CXCR2;SH3BP5;MGAT3;SLIT3;SLIT2;APBB1;LDLR;JAM2;AOC3;IL33;BCHE;F11;SCD5;SCIMP;SCD;APOC1;FOSB;FOXA2
Degenerative polyarthritis	93/976	4.12109085109212e-09	4.8121094777306e-07	93	0.0952868852459016	ACVRL1;HHIP;PRF1;IHH;PTH1R;LRRC32;CLU;TREM1;CXCL2;HPGDS;ZFP36;EDNRB;HYAL1;ADAMTS1;DPYSL2;HYAL2;MMP28;MRC1;LEPR;ACP5;TIMP3;SOSTDC1;ROPN1L;SLC39A8;CD36;TPSAB1;PTGDS;ROS1;SGCG;EDN1;DUSP1;FOS;DKK2;OSCAR;TGFBR2;TGFBR3;DCSTAMP;F8;TYROBP;SLPI;PECAM1;MAL;PPARG;S100A4;GAS6;CRYAB;TLR4;S100A8;MATN3;ENG;PTGER4;CPB2;CALCRL;TNXB;HPGD;EPAS1;PLA2G1B;ALOX15;FPR2;PTN;PRKCZ;AGER;CLEC3B;ALOX5;CXCR2;S100A12;A2M;IRX1;KL;KCNJ5;EGR1;IL33;ACE;JUND;ANGPT1;GADD45B;FZD4;CAV1;TNFSF13;PRG4;BMP6;APLN;BMP5;BMP2;IL6;MGP;HLA-DRA;ALPL;FOSB;GPD1L;FGFR4;ITM2A;HLA-DRB1
Lung Diseases, Obstructive	12/28	4.22834076456644e-09	4.85072285254385e-07	12	0.428571428571429	CX3CR1;SFTPB;SERPINA1;SFTPA2;FOXF1;SFTPC;SCNN1B;CAT;SFTPA1;A2M;CX3CL1;CFTR
Pneumonitis	45/339	4.39067897215263e-09	4.89806694119199e-07	45	0.132743362831858	PLA2G1B;ALOX15;C5AR1;NLRC4;PRKCZ;AGER;CXCL2;CX3CL1;ZFP36;HPGDS;FCGR3A;ALOX5;MRC1;CXCR2;S1PR1;S100A12;PTGDS;ROS1;AOC3;SFTPB;CCL24;IL33;ACE;JUND;CADM1;FOXF1;ABCA3;SFTPC;CAV1;SFTPD;CYBB;FOS;KLF4;IL6;GPRC5A;FABP5;SCGB1A1;SCGB3A2;FOSB;PPARG;ESAM;TLR4;ATF3;CFTR;HLA-DRB1
Left-Sided Heart Failure	25/126	4.41942115813316e-09	4.89806694119199e-07	25	0.198412698412698	CFD;CSF3;NPR1;PCSK9;ADRB1;RETN;CXCL2;FBLN5;EDNRB;OLR1;MYH11;LDLR;EDN1;ACE;VWF;CYBB;SOD3;TGFBR2;RBP4;IL6;SCD;CAT;APOC1;AGTR1;PPARG
Juvenile-Onset Still Disease	29/168	7.61831364596033e-09	8.30269215515576e-07	29	0.172619047619048	CD83;PROS1;FAXDC2;LRRK2;AQP9;C8B;CLU;LILRA5;CXCR2;MIR22HG;OLR1;PGM5;WASF3;EGR1;DAPK1;DUSP1;SLC11A1;KCNJ15;FOS;KLF4;GNG11;IL6;NR4A3;MAFF;FOSB;MYZAP;HLA-DRB1;ADGRL2;HBEGF
Familial primary pulmonary hypertension	11/24	7.94411830755064e-09	8.51583436279896e-07	11	0.458333333333333	ACVRL1;IL6;EDNRB;CAV1;HBB;SMAD9;MIR27A;TBX4;KCNK3;ENG;PLA1A
Systemic Scleroderma	62/562	9.60802192618308e-09	1.01333637702115e-06	62	0.110320284697509	ACVRL1;SERPINA1;ICAM2;ITGAL;CX3CL1;SLC6A4;OASL;HPGDS;FCGR3A;EDNRB;TIMP3;HLA-DPA1;SFTPB;EDN1;EGFL7;SEMA6A;VWF;TNNC1;SLC11A1;CYBB;LIFR;FOS;TGFBR2;SLPI;MMRN1;AGTR1;TLR8;PPARG;DNASE1L3;TLR4;ATF3;ENG;HLA-DQB1;RBMS3;CX3CR1;NFIX;TNXB;NOTCH4;GATA6;PDGFB;AGER;WIF1;ALOX5;CXCR2;EGR1;IL33;HLA-DRB5;EGR2;ACE;JUND;CAV1;TNFSF13;FLI1;SELP;IL6;FAM167A;ALOX5AP;HLA-DPB1;FOSB;HLA-DRA;SIGLEC1;HLA-DRB1
Respiratory Distress Syndrome, Newborn	16/57	1.53772615339035e-08	1.59606211381262e-06	16	0.280701754385965	SFTPB;SERPINA1;SFTPA2;PLA2G1B;SFTPC;ABCA3;SFTPD;GATA6;NDST1;HPGDS;IL6;RSPH1;ADCY9;SCGB1A1;SFTPA1;FOXA2
Fibrosis, Liver	60/545	1.80377582009277e-08	1.84295157618541e-06	60	0.110091743119266	CSF3;VIPR1;SERPINA1;HBB;ARRB1;CLU;GGTLC1;ALDH2;ADAMTS1;RSPO2;LEPR;SOSTDC1;CD34;TNS1;SEMA6A;MYOC;MIR23A;CYBB;DKK2;DCN;TGFBR2;CYP27A1;RBP4;MMRN1;GPD1;AGTR1;SERPING1;TLR8;PPARG;S100A4;AGTR2;TLR4;HBEGF;ENG;RBMS3;CX3CR1;C1QB;SLC22A3;RETN;NDRG2;AGER;FBLN5;SLIT2;A2M;EGR1;IL33;ACE;JUND;ANGPT1;TNFSF12;VEGFD;PTPN13;NR0B2;KLF2;MFAP4;KLF6;IL6;SCD;HLA-DRB1;FGFR2
Malignant neoplasm of breast	335/5054	2.02022595814019e-08	2.03234731388904e-06	335	0.0662841313810843	VIPR1;AQP1;NDST1;EDNRB;SOX17;TMEM88;SOX18;MIR22HG;ROPN1L;PXDC1;PTGDS;SYNPO;SOX7;HOXA5;TNS1;SLC34A2;GABARAPL1;DAPK1;STARD8;DAPK2;PRKCE;SLC11A1;RFX2;P3H2;CACNA2D2;DKK2;CYP27A1;CLDN5;RBP2;SLPI;FEZ1;SFRP5;AGTR1;BTK;PRKCQ;AGTR2;ATF3;CFTR;SLC22A3;EPAS1;RRAD;MAOA;IL20RA;GATA6;GATA2;CFP;PRKCZ;SULT1A1;RAB11FIP1;RRAS;SLC19A3;S100A12;A2M;SULT1A2;EGR1;STARD13;JUND;ACE;CADM1;FOXF1;ABCA3;TNFSF12;PRG4;NR0B2;FLI1;FXYD3;ID1;ID4;FERMT2;HLA-DRB1;GSTM5;SYNM;BTG2;SERPINA1;CLIC3;CITED2;PTPRM;TCF21;HBB;LIMD1;CX3CL1;SLC6A4;HYAL1;HYAL2;MRC1;OLR1;FCER1A;TIMP3;SOSTDC1;CD36;CD34;CAMP;EDN1;MME;DUSP1;ANXA3;TNNC1;PIFO;EMP1;FOS;F8;GPRC5A;SLC7A7;ANGPTL7;TAL1;PPARG;GAS6;CRYAB;TLR4;DNASE1L3;ANGPTL1;ENG;HBEGF;HLA-DQB1;KANK2;PTGER4;C1QB;C1QA;CSTA;AHNAK;ADH1B;NEDD9;HSD17B6;PTN;CST6;FGD5;ALS2CL;WIF1;ALOX5;PDPN;CXCR2;MGAT3;GPC3;AGR3;APBB1;LDLR;GDF10;IL33;BCHE;CDKN2B;CAVIN1;F10;ODAM;CAVIN2;SUSD2;VEGFD;SORBS1;KLK10;LYVE1;KLK11;FABP4;AADAC;FABP5;DLC1;FOSB;MSRB3;TACC1;ADGRL2;FOXA2;CSF3;CD83;PROS1;GIMAP1;CXCL17;IHH;FRY;CLU;CDH5;HPGDS;ZFP36;EFEMP1;CCND2;DACH1;DMBT1;PEBP4;DUOXA1;LAMP3;SLCO2B1;CFL2;CCRL2;LEPR;HLA-DOA;ROS1;TMOD1;GUCY1A2;SCARA3;SEMA6A;LMO2;CYBB;MIR27A;LIFR;NPNT;PGC;SCNN1B;GPD1;SLCO2A1;SELENOP;MAL;S100A4;CARD16;ERG;NUPR1;UTRN;S100A8;ABCG1;ABCG2;CPB2;SHC3;NOTCH4;ALOX15;DPT;LPL;ADRB1;FBLN1;ADRB2;NDRG2;AGER;FBLN5;RHOBTB2;SLC9A3R2;SOCS2;HCAR2;TMEM125;MYH11;MYH10;RAI2;KL;ANKRD29;CBX7;CAV2;CNTN6;WNT3A;CAV1;CYBRD1;BMP6;BMP5;SELP;NR4A1;BMP2;IL6;ARHGAP31;RGCC;NR4A3;SCGB3A2;SCGB3A1;AMOTL1;IL7R;FGFR4;NES;FGFR2;ST6GALNAC2;MIR34C;CELF2;LRRK2;HSPB8;RASGRF1;ARRB1;AFF3;CXCL3;TREM1;CXCL2;SPN;HK3;FCGR3A;ALDH2;ADAMTS1;GPER1;ACP5;PHACTR1;ADAMTS8;SGCG;EGFL7;VWF;MIR23A;GPX3;SH2D3C;HTR3C;SSTR1;KLF15;DCN;TGFBR2;FGR;TGFBR3;MMRN1;PEAK1;ADGRF5;CRY2;CAT;ALDH1A1;PECAM1;PDE5A;FBP1;ST6GALNAC5;RBMS3;ITIH5;CEBPA;HPGD;PLA2G1B;LAMA3;NTN4;HSD17B13;RETN;PDLIM1;SELENBP1;DRAM1;S1PR1;SLIT3;SLIT2;S1PR4;WASF3;SASH1;CYB5A;IRX2;ANGPT1;TIE1;KCNJ15;CYP4B1;KLF4;PTPN13;SOD3;TBX3;KLF2;TBX2;KLF6;DES;SCD;MGP;SCGB1A1;KLF9;ALOX5AP;ACKR4;TEK;ACKR1;CDO1;FOLR1
Prostatic Neoplasms	129/1554	2.09753693897053e-08	2.0781506127164e-06	129	0.083011583011583	VIPR1;HHIP;PROS1;CLU;HPGDS;ZFP36;CCND2;EDNRB;LEPR;PTGDS;ROS1;SOX7;TMOD1;SCARA3;PRKCE;LIFR;UNC13D;SELENOP;BTK;MAL;ERG;NUPR1;SPATA18;ATF3;CFTR;ABCG2;SLC22A3;EPAS1;MAOA;INSIG1;NPR3;ALOX15;DPT;LPL;FBLN1;ADRB2;PRKCZ;AGER;FBLN5;SULT1A1;SOCS2;PDZD2;RRAS;MYH11;A2M;SLC15A3;MSR1;EGR1;JUND;ACE;CADM1;GADD45B;CAV2;WNT3A;ZBTB16;CAV1;TRPV2;DHCR24;NR0B2;ALOX15B;BMP6;NR4A1;BMP2;IL6;FXYD3;ID1;SCGB3A1;ID3;ALPL;FGFR4;NES;HLA-DRB1;FGFR2;BTG2;SERPINA1;CELF2;CX3CL1;HYAL1;ADAMTS1;MRC1;ACP5;CTSH;TIMP3;ADAMTS8;CAMP;EDN1;MME;ANXA3;GPX3;EMP1;FOS;HBA1;SSTR1;KLF15;DCN;TGFBR2;TGFBR3;TBC1D2;MMRN1;ALDH1A1;PECAM1;TLR8;PPARG;CRYAB;TLR4;ENG;HBEGF;CX3CR1;PTGER4;HPGD;PLA2G1B;TMPRSS2;PTN;CST6;WIF1;ALOX5;SLIT2;WASF3;VEGFD;KLK10;TBX3;KLK11;KLF6;FABP5;SCD;DLC1;TEK;PI16;FOXA2
Ischemic stroke	48/394	2.20610425566985e-08	2.1530918996754e-06	48	0.121827411167513	ACVRL1;CSF3;CPB2;SELPLG;PLA2G1B;NPR3;PCSK9;LPL;AQP4;ADRB2;AGER;RASIP1;THBD;DUOX1;EDNRB;ALOX5;GJA4;OLR1;A2M;LDLR;EGR1;CDKN2B;ACE;SEMA6A;VWF;ANGPT1;GPX3;TNFSF12;F11;SORBS1;HSPA12B;KLF2;SELP;F8;IL6;FABP4;NR4A3;MMRN1;NINJ2;ALOX5AP;AGTR1;PECAM1;TLR8;PPARG;CYP2B7P;TLR4;ENG;ABCG2
Myocardial Failure	22/108	2.24218672275635e-08	2.1561263206035e-06	22	0.203703703703704	CFD;CSF3;EDN1;ACE;VWF;NPR1;CYBB;ADRB1;ADRB2;RETN;CXCL2;SOD3;FBLN5;RBP4;IL6;EDNRB;SCD;CAT;APOC1;AGTR1;OLR1;PPARG
Cerebral Ischemia	38/275	2.3648678969532e-08	2.24114075046043e-06	38	0.138181818181818	RAMP2;NDRG4;NRN1;CHRM1;AQP4;ITGAL;AGER;CX3CL1;EDNRB;ALDH2;ADAMTS1;TIMP3;ROS1;EGR1;ACE;JUND;SEMA6A;VWF;ANGPT1;SFTPD;EMP1;CYBB;FOS;HSPA12B;TGFBR2;SELP;SCNN1G;IL6;SCNN1B;CAT;AGTR1;HLA-DPB1;FOSB;PPARG;TLR4;ANGPTL1;KCNK3;HBEGF
Diabetes	110/1268	2.68220956236392e-08	2.50556690404252e-06	110	0.0867507886435331	CSF3;PRF1;CLU;HPGDS;ZFP36;EFEMP1;DACH1;GJA5;LEPR;PDK4;HLA-DOA;PTGDS;ROS1;DAPK1;SLC11A1;CYBB;PGC;FRMD3;RBP4;SFRP5;SELENOP;AGTR1;CARD16;ATF3;S100A8;CFTR;CD101;ABCG1;ABCG2;MAOA;GYPE;ALOX15;GATA6;DPT;LPL;ADRB2;AGER;SULT1A1;HCAR2;S100A12;A2M;GPIHBP1;KL;EGR1;ACE;WFS1;CAV1;SLC16A11;LYZ;NR0B2;BMP6;HOPX;SELP;IL6;NR4A3;ID3;FGFR4;HLA-DRB1;SERPINA1;LAMC3;PCSK9;SLC6A4;GGTLC1;ALDH2;ADAMTSL3;FFAR4;OLR1;TIMP3;SOSTDC1;CD36;CD34;CD52;EDN1;VWF;HBA1;DCN;FGR;MMRN1;CAT;PPARG;PDE5A;TLR4;VAMP2;HLA-DQB1;CX3CR1;SELPLG;PLA2G1B;ADH1B;HSD17B6;RETN;DUOX1;WIF1;RXRG;LDLR;APOL3;WASF3;AOC3;KCNJ5;BCHE;CDKN2B;ANGPT1;SORBS1;KLF2;KLF6;FABP4;GSTA4;SCD;MGP;HLA-DPB1;FOXA2
Ovarian Carcinoma	169/2203	2.95384924875139e-08	2.72045355458948e-06	169	0.076713572401271	CSF3;FCN3;CSF3R;GMFG;PROS1;FRY;CLU;AQP1;HPGDS;EFEMP1;CCND2;DACH1;LAMP3;LEPR;ROPN1L;HLA-DOA;PTGDS;ROS1;SOX7;CCBE1;SCARA3;SEMA6A;PAQR5;DAPK1;MIR27A;LIFR;DKK2;HLA-E;CYP27A1;CLDN5;DOK2;SLPI;SFRP5;AGTR1;ANOS1;SPARCL1;MAL;S100A4;PLPP3;ATF3;ABCG2;SLC22A3;EPAS1;RRAD;NOTCH4;ALOX15;GATA6;NEDD4L;ADRB1;FBLN1;FPR2;GATA2;FBLN5;SLC9A3R2;SOCS2;KL;EGR1;NAPSA;JUND;WNT3A;ZBTB16;CAV1;SLC16A11;ABCA8;SMAD6;HOPX;EHD2;BMP2;IL6;ID1;ID4;ID3;IL7R;FGFR4;NES;ITM2A;HLA-DRB1;FGFR2;DOCK4;CLIC3;MIR34C;CITED2;TCF21;HBB;ARRB1;FHL5;THBD;FCGR3A;ACOXL;ALDH2;HYAL1;ADAMTSL4;ADAMTS1;GPER1;MRC1;ANKRD1;ZNF385B;TIMP3;RSPO1;CD34;CAMP;EDN1;FGFBP2;FCER1G;DUSP1;ANXA3;HBA2;FOS;HBA1;DCN;TGFBR2;TGFBR3;MMRN1;CAT;ALDH1A1;ITGA8;PECAM1;MMP19;PPARG;ZMYND10;GAS6;CRYAB;TLR4;ENG;HBEGF;RBMS3;PPP1R15A;CX3CR1;TNXB;PLA2G1B;ADH1B;LAMA3;SEMA3B;NEDD9;HSD17B13;RETN;PTN;CST6;SELENBP1;PDLIM2;ALOX5;PDPN;CXCR2;MGAT3;GPC3;AGR3;WASF3;IL33;BCHE;CDKN2B;ANGPT1;TIE1;WNT7A;CABLES1;KLF4;KLK10;KLK11;KLF2;KLF6;FABP4;AADAC;SCD;VEPH1;DLC1;SCGB1A1;FOSB;TEK;FOLR3;FOLR1
Cardiomyopathy, Familial Idiopathic	47/388	3.69011305710241e-08	3.35134017783231e-06	47	0.121134020618557	CSRNP1;CSF3;MAOA;PRF1;LTBP4;ADRB1;ADRB2;CST6;CDH5;CNN1;EDNRB;SOX18;CFL2;PDPN;ANKRD1;CD36;MYOZ1;SOX7;CD34;TMOD1;BTNL9;KCNJ5;EDN1;ACE;ANGPT1;KCNJ8;NEBL;GPX3;PRKCE;TNNC1;VEGFD;LMO7;HOPX;CLDN5;IL6;DES;RHOJ;AGTR1;HLA-DPB1;PECAM1;S100A4;TEK;IL7R;CRYAB;TLR4;HLA-DRB1;HLA-DQB1
Heart Decompensation	21/102	3.83532695800691e-08	3.43550725731605e-06	21	0.205882352941176	CFD;CSF3;EDN1;ACE;VWF;NPR1;CYBB;ADRB1;RETN;CXCL2;SOD3;FBLN5;RBP4;IL6;EDNRB;SCD;CAT;APOC1;AGTR1;OLR1;PPARG
Juvenile psoriatic arthritis	27/161	4.66351096971607e-08	4.12090516634775e-06	27	0.167701863354037	CD83;PROS1;FAXDC2;LRRK2;AQP9;C8B;CLU;LILRA5;CXCR2;MIR22HG;OLR1;PGM5;WASF3;EGR1;DAPK1;DUSP1;SLC11A1;KCNJ15;FOS;KLF4;GNG11;NR4A3;MAFF;FOSB;MYZAP;ADGRL2;HBEGF
Aneurysm	26/152	5.45187083229484e-08	4.70436224102298e-06	26	0.171052631578947	ACVRL1;SERPINA1;PRF1;LTBP4;RETN;FBLN5;CDH5;SOX17;ALOX5;TIMP3;CD34;LDLR;CDKN2B;ACE;ANGPT1;KLF4;DCN;TGFBR2;RCAN1;IL6;FAM167A;MMRN1;AGTR1;PECAM1;TLR4;ENG
Diabetes Mellitus, Insulin-Dependent	88/956	5.4676790077649e-08	4.70436224102298e-06	88	0.0920502092050209	SERPINA1;LRRK2;LST1;PRF1;GIMAP4;AFF3;GIMAP7;HPGDS;FCGR3A;ACOXL;ALDH2;CA2;ADAMTS1;CTSH;TIMP3;CD36;HLA-DOA;HLA-DPA1;UNC13B;CD52;SEMA6A;MME;VWF;DUSP1;SLC11A1;CYBB;MIR27A;LMO7;FOS;HBA1;UPK3B;DCN;FGR;RBP4;CAT;AGTR1;PPARG;PRKCQ;AGTR2;ERG;TLR4;ATF3;S100A8;CFTR;CD101;ENG;HLA-DQB1;ABCG2;SLC22A3;RAMP2;TNXB;CAPSL;NOTCH4;ALOX15;DPT;LPL;ADRB1;ADRB2;AGER;C2;IL1RL1;DUOX1;S100A12;AOC3;SLC14A1;KL;IL33;CDKN2B;ACE;ANGPT1;WFS1;SORBS1;BMP6;SELP;BMP2;IL6;FAM167A;NR4A3;DES;SCD;HLA-DPB1;HLA-DRA;ID3;MNDA;IL7R;NES;HLA-DRB1;ADGRL2
Pulmonary Edema	18/78	5.62510994727918e-08	4.77696025263098e-06	18	0.230769230769231	SFTPB;SEMA6A;ACE;VWF;EPAS1;SFTPC;ADRB2;KLF4;CXCL2;AQP1;HPGDS;IL6;ALOX5;CAT;PECAM1;TEK;PTGDS;CFTR
Heart Failure, Right-Sided	21/106	7.74470892193393e-08	6.49264764622128e-06	21	0.19811320754717	CFD;CSF3;EDN1;ACE;VWF;NPR1;CYBB;ADRB1;RETN;CXCL2;SOD3;FBLN5;RBP4;IL6;EDNRB;SCD;CAT;APOC1;AGTR1;OLR1;PPARG
Malignant neoplasm of ovary	156/2026	8.86812873469111e-08	7.34034098685382e-06	156	0.0769990128331688	CSF3;FCN3;CD83;CSF3R;GMFG;PROS1;FAM107A;CLU;AQP1;HPGDS;EFEMP1;CCND2;DACH1;LAMP3;LEPR;ROPN1L;HLA-DOA;PTGDS;ROS1;SOX7;CCBE1;SCARA3;SEMA6A;PAQR5;DAPK1;MIR27A;DKK2;HLA-E;CYP27A1;CLDN5;DOK2;SLPI;SFRP5;AGTR1;ANOS1;SPARCL1;MAL;PLPP3;ATF3;ABCG2;SLC22A3;EPAS1;RRAD;NOTCH4;ALOX15;GATA6;NEDD4L;ADRB1;FBLN1;FPR2;GATA2;PRKCZ;FBLN5;SLC9A3R2;SOCS2;KL;EGR1;JUND;WNT3A;ZBTB16;CAV1;SLC16A11;ABCA8;SMAD6;HOPX;EHD2;BMP2;IL6;ID1;ID4;ID3;IL7R;FGFR4;NES;ITM2A;HLA-DRB1;FGFR2;DOCK4;CLIC3;MIR34C;TCF21;HBB;ARRB1;FHL5;THBD;FCGR3A;ALDH2;HYAL1;ADAMTSL4;ADAMTS1;GPER1;MRC1;ANKRD1;TIMP3;SOSTDC1;CD34;CAMP;SGCG;EDN1;FCER1G;DUSP1;ANXA3;HBA2;FOS;HBA1;DCN;TGFBR2;TGFBR3;MMRN1;CAT;ALDH1A1;ITGA8;PECAM1;MMP19;PPARG;ZMYND10;GAS6;CRYAB;TLR4;ENG;HBEGF;PPP1R15A;ADH1B;SEMA3B;NEDD9;HSD17B13;PTN;CST6;SELENBP1;PDLIM2;ALOX5;CXCR2;MGAT3;GPC3;AGR3;WASF3;IL33;CDKN2B;ANGPT1;TIE1;WNT7A;CABLES1;KLF4;KLK10;KLK11;KLF2;KLF6;FABP4;AADAC;SCD;VEPH1;DLC1;SCGB1A1;FOSB;TEK;FOLR1
Juvenile arthritis	41/326	9.77869074984238e-08	7.99285735165241e-06	41	0.125766871165644	CD83;FAXDC2;PROS1;LRRK2;AQP9;PRF1;C8B;CLU;TREM1;LILRA5;FCGR3A;HYAL1;CXCR2;MIR22HG;S100A12;OLR1;PGM5;WASF3;EGR1;ACE;DAPK1;DUSP1;SLC11A1;KCNJ15;FOS;KLF4;GNG11;UNC13D;SELP;IL6;NR4A3;MAFF;HLA-DPB1;FOSB;PRKCQ;MYZAP;TLR4;HLA-DRB1;ADGRL2;HBEGF;HLA-DQB1
Acute Coronary Syndrome	35/255	9.95435445947906e-08	8.03599059389304e-06	35	0.137254901960784	CX3CR1;SELPLG;PLA2G1B;PCSK9;ADRB1;ADRB2;RETN;NLRC4;LRRC32;CLU;SLC6A4;THBD;FCGR3A;ALDH2;GJA4;OLR1;SLC39A8;LDLR;MSR1;IL33;ACE;VWF;PPBP;KLF2;SELP;IL6;ADCY9;FABP4;MMRN1;ALOX5AP;AGTR1;PPARG;CARD16;TLR4;HLA-DRB1
Malignant neoplasm of prostate	228/3239	1.04718441344059e-07	8.2841358485894e-06	228	0.0703920963260266	VIPR1;PRF1;LDLRAD1;RXFP1;AQP1;EDNRB;PTGDS;SYNPO;TNS1;GABARAPL1;DAPK1;STARD8;PRKCE;CACNA2D2;UNC13D;CYP27A1;RBP4;SLPI;SFRP5;AGTR1;BTK;SPARCL1;AGTR2;SPATA18;ATF3;CFTR;SLC22A3;EPAS1;RRAD;MAOA;PDGFB;NEDD4L;GATA2;PRKCZ;SULT1A1;PLAC8;RRAS;TSPAN7;A2M;MSR1;EGR1;JUND;ACE;CADM1;GADD45B;FOXF1;FZD4;TNFSF12;NR0B2;ALOX15B;FLI1;MARCO;FXYD3;ID1;ID4;ID3;FERMT2;HLA-DRB1;BTG2;SERPINA1;TCF21;CX3CL1;HYAL1;MRC1;PRX;OLR1;TIMP3;SOSTDC1;CAMP;SFTPB;EDN1;MME;DUSP1;ANXA3;EMP1;FOS;GPRC5A;SLC7A7;TLR8;PPARG;GAS6;CRYAB;TLR4;ENG;HBEGF;PTGER4;CSTA;NEDD9;TMPRSS2;HSD17B6;PTN;CST6;DUOX1;CAMK2N1;WIF1;ALOX5;CXCR2;AGR3;LDLR;APOL3;CDKN2B;CAVIN1;SCTR;KLK10;LYVE1;KLK11;FABP4;FABP5;DLC1;FOSB;CAPS;FOXA2;CSF3;PROS1;CLU;TGM1;HPGDS;ZFP36;EFEMP1;CCND2;DACH1;DMBT1;SLCO2B1;LEPR;ROS1;CPA3;TMOD1;SCARA3;SEMA6A;LMO2;MIR27A;LIFR;MIRLET7D;PGC;COL4A3;SELENOP;S100A4;ERG;S100A8;ABCG1;ABCG2;ARHGEF26;NPR1;NOTCH4;NPR3;ALOX15;DPT;LPL;FBLN1;ADRB2;NDRG2;AGER;FBLN5;SOCS2;PDZD2;GRK5;MYH11;SLC15A3;CBX7;CAV2;WNT3A;ZBTB16;CAV1;CRIM1;TRPV2;SMAD9;DHCR24;BMP6;NR4A1;BMP2;IL6;NR4A3;ALPP;PXMP4;FGFR4;NES;FGFR2;MIR34C;CELF2;MS4A8;HSPB8;RASGRF1;NRGN;THBD;ACOXL;ADGRE5;ADAMTS1;GPER1;ADAMTS8;MIR23A;GPX3;GKN2;SSTR1;KLF15;DCN;TGFBR2;TGFBR3;TBC1D2;MMRN1;CRY2;CAT;ALDH1A1;PECAM1;RBMS3;CX3CR1;CEBPA;SFTPA2;HPGD;PLA2G1B;LAMA3;SEMA3B;HSD17B13;SELENBP1;PDLIM2;SLIT2;WASF3;ANGPT1;KLF4;PTPN13;SOD3;TBX3;TBX2;KLF6;SCD;SCGB1A1;KLF9;TEK;PI16
Secondary malignant neoplasm of lymph node	108/1271	1.0515113556093e-07	8.2841358485894e-06	108	0.0849724626278521	SEMA5A;HHIP;PROS1;IHH;CLU;NDST1;EFEMP1;DACH1;SOX17;TMEM88;SOX18;PEBP4;LEPR;TMOD1;MIR27A;CLDN5;SLPI;SFRP5;AGTR1;S100A4;ERG;ATF3;ABCG2;SLC22A3;EPAS1;ALOX15;C5AR1;GATA6;LPL;ADRB2;GATA2;NDRG2;AGER;PCDH17;SULT1A1;KL;MSR1;EGR1;CBX7;AFAP1L1;ACE;CADM1;CAV1;FLI1;NR4A1;BMP2;IL6;RGCC;ID1;ID4;CASS4;AMOTL1;FGFR4;NES;FGFR2;SYNM;ST6GALNAC2;CLIC3;CITED2;HSPB8;FHL1;TCF21;ITGAL;CX3CL1;ADAMTS1;MMP28;MRC1;OLR1;TIMP3;CD34;CAMP;SGCG;MME;ANXA3;GPX3;EMP1;FOS;TGFBR2;ALDH1A1;PECAM1;PPARG;GAS6;TLR4;ENG;RBMS3;HPGD;SEMA3B;ITLN1;NEDD9;TMPRSS2;CST6;PDPN;CXCR2;STOM;SLIT2;WASF3;ANGPT1;VEGFD;KLF4;KLK10;LYVE1;KLK11;KLF6;FABP5;DLC1;MGP;ACKR4;ACKR1
Nephrosis	14/50	1.26415880536136e-07	9.84087431935468e-06	14	0.28	CX3CR1;EDN1;ACE;MYOC;ANGPT1;LGALSL;CX3CL1;NDST1;EDNRB;DES;PDPN;CD36;NES;HBEGF
